0.01	0	0.01354562169424587
0.05	0	0.2592277988522394
0.1	0	1.1329733233348165
0.3	0	9.52967374868819
0	-0.7	3.5310642008843294
0	-0.6	4.031651338130573
0	-0.5	2.07328362897365
0	-0.4	1.0103815190528773
0	0.4	1.3338309704408535
0	0.5	1.993541782191112
0	0.6	3.63541758830943
0	0.7	4.073937864258086
-0.15	0	1.1234144695904529
-0.12	0	0.7138518704678581
-0.09	0	0.39968614491564997
-0.06	0	0.17852909732855085
0.06	0	0.18200218866015294
0.09	0	0.44322742219599326
0.12	0	0.7641046711711608
0.15	0	1.1166094791477326
-0.07	-0.7	6.0771841005924
-0.06	-0.6	5.337606090368509
-0.05	-0.5	2.0788999477535786
-0.04	-0.4	0.671256498348265
0.04	0.4	1.1876632257099966
0.05	0.5	2.749141462520433
0.06	0.6	3.317519851221687
0.07	0.7	5.683246279056797
